Coin,Symbol,Current Price (USD),Market Cap (USD),Circulating Supply,24h Trading Volume (USD),NVT Ratio,All-Time High (USD),ATH Date,Twitter Followers,Code Activity (4 weeks)
Bitcoin,BTC,106195,2110290741535,19871868.0,39535278635,53.37740909878882,111814,2025-05-22T18:41:28.492Z,N/A,"{'additions': 1570, 'deletions': -1948}"
